Code site;Adresse;Arrondissement;Opérateur;Type;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;se_anno_cad_data;geo_shape;geo_point_2d
00000448U7;2 Boulevard lannes;75016;ORANGE;3G/4G/5G;07/03/2011;04/06/2013;23/11/2023;;;"{""coordinates"": [2.2744574993602438, 48.87076500043223], ""type"": ""Point""}";48.87076500043223, 2.2744574993602438
00006619U5;2 Impasse des orteaux;75020;ORANGE;3G/4G/5G;17/06/2011;17/07/2013;27/09/2024;;;"{""coordinates"": [2.399305499702433, 48.85631099967281], ""type"": ""Point""}";48.85631099967281, 2.399305499702433
756035;2 Rue charles tournemire;75017;SFR;2G/3G/4G/5G;07/04/2021;;;;;"{""coordinates"": [2.286243000315241, 48.88605600016717], ""type"": ""Point""}";48.88605600016717, 2.286243000315241
T10936;204 Rue de la roquette;75011;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3884424996240687, 48.8596680002754], ""type"": ""Point""}";48.8596680002754, 2.3884424996240687
751169;200 Rue du faubourg saint denis;75010;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.358481499554482, 48.88169999987653], ""type"": ""Point""}";48.88169999987653, 2.358481499554482
00000211U8;211 Rue championnet;75018;ORANGE;3G/4G/5G;14/06/2016;14/06/2016;03/06/2021;;;"{""coordinates"": [2.330912788068058, 48.89370813273632], ""type"": ""Point""}";48.89370813273632, 2.330912788068058
750303;215 Rue saint denis;75002;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.3511420001649688, 48.86676899998566], ""type"": ""Point""}";48.86676899998566, 2.3511420001649688
751386;230 Rue de courcelles;75017;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.2933619997175634, 48.88922399959974], ""type"": ""Point""}";48.88922399959974, 2.2933619997175634
753542;24 B boulevard saint germain;75005;SFR;2G/3G/4G/5G;27/09/2021;;;;;"{""coordinates"": [2.35326599976909, 48.8496329997067], ""type"": ""Point""}";48.8496329997067, 2.35326599976909
753562;5 Rue d'alsace;75010;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.3576040006678882, 48.87674099999774], ""type"": ""Point""}";48.87674099999774, 2.3576040006678882
75103_020_03;5 Rue de saintonge;75103;FREE MOBILE;3G/4G/5G;15/08/2022;15/08/2022;08/09/2022;;;"{""coordinates"": [2.3615325006094587, 48.86106300029465], ""type"": ""Point""}";48.86106300029465, 2.3615325006094587
75111_034_01;5 Rue du faubourg saint-antoine;75011;FREE MOBILE;3G/4G/5G;12/08/2019;29/07/2019;;;;"{""coordinates"": [2.3707259995985592, 48.853151999736646], ""type"": ""Point""}";48.853151999736646, 2.3707259995985592
75118_019_05;51 Rue letort;75018;FREE MOBILE;3G/4G/5G;12/05/2014;19/06/2014;;;;"{""coordinates"": [2.3436360002405228, 48.89657699976127], ""type"": ""Point""}";48.89657699976127, 2.3436360002405228
00080205U7;6-14 rue dupin;75006;ORANGE;3G/4G/5G;02/03/2021;02/03/2021;04/04/2023;;;"{""coordinates"": [2.325460500533109, 48.84950700042768], ""type"": ""Point""}";48.84950700042768, 2.325460500533109
7510000009;61 Bis rue d'avron;75020;SFR;3G/4G/5G;03/12/2024;;;;;"{""coordinates"": [2.4031034994418454, 48.85226100016083], ""type"": ""Point""}";48.85226100016083, 2.4031034994418454
T15777;61-63 Rue chardon-lagache;75116;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.2645169996609744, 48.842315999637215], ""type"": ""Point""}";48.842315999637215, 2.2645169996609744
75115_081_13;61 Rue saint-charles;75015;FREE MOBILE;3G/4G/5G;03/05/2021;03/05/2021;24/05/2021;;;"{""coordinates"": [2.287349999742333, 48.84860699999504], ""type"": ""Point""}";48.84860699999504, 2.287349999742333
T15186;64-66 Rue orfila;75020;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3978790005072517, 48.86693100019161], ""type"": ""Point""}";48.86693100019161, 2.3978790005072517
75115_008_04;69 Boulevard pasteur;75015;FREE MOBILE;3G/4G/5G;20/06/2017;20/06/2017;24/11/2022;;;"{""coordinates"": [2.3149664993401764, 48.84084899967957], ""type"": ""Point""}";48.84084899967957, 2.3149664993401764
753571;7 Rue ernest cresson;75014;SFR;2G/3G/4G/5G;31/05/2022;;;;;"{""coordinates"": [2.3295195002147735, 48.83250599990902], ""type"": ""Point""}";48.83250599990902, 2.3295195002147735
75107_037_14;7 Rue jean nicot;75007;FREE MOBILE;3G/4G/5G;29/09/2023;29/09/2023;27/09/2023;;;"{""coordinates"": [2.307365999598951, 48.860675999763544], ""type"": ""Point""}";48.860675999763544, 2.307365999598951
75105_003_02;7 Rue nicolas houel;75005;FREE MOBILE;3G/4G/5G;03/12/2013;03/12/2013;19/10/2021;;;"{""coordinates"": [2.3618070002702325, 48.84211799982728], ""type"": ""Point""}";48.84211799982728, 2.3618070002702325
75116_138_01;7 Rue raffet;75016;FREE MOBILE;3G/4G/5G;27/07/2023;27/07/2023;23/08/2023;;;"{""coordinates"": [2.265245999997663, 48.85120800043882], ""type"": ""Point""}";48.85120800043882, 2.265245999997663
T10920;72-74 Rue jeanne d'arc;75013;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3652584998719863, 48.83229899977678], ""type"": ""Point""}";48.83229899977678, 2.3652584998719863
750053;77 Rue claude decaen;75012;SFR;2G/3G/4G/5G;01/07/2021;;;;;"{""coordinates"": [2.3970194994217002, 48.837708000391046], ""type"": ""Point""}";48.837708000391046, 2.3970194994217002
00080156U8;8 Villa du bel air;75012;ORANGE;3G/4G/5G;;25/09/2013;14/03/2024;;;"{""coordinates"": [2.408741999582911, 48.843045000402824], ""type"": ""Point""}";48.843045000402824, 2.408741999582911
T35873;8 Rue des saussaies;75008;BOUYGUES;;24/06/2024;;;;;"{""coordinates"": [2.317347000303919, 48.871205999923745], ""type"": ""Point""}";48.871205999923745, 2.317347000303919
75105_007_08;8 Rue descartes;75005;FREE MOBILE;3G/4G/5G;02/03/2018;02/03/2018;;;;"{""coordinates"": [2.3485904996741604, 48.84713099979868], ""type"": ""Point""}";48.84713099979868, 2.3485904996741604
75117_022_06;9 Rue jean moréas;75017;FREE MOBILE;3G/4G/5G;30/09/2019;30/09/2019;02/11/2023;;;"{""coordinates"": [2.2918077668819725, 48.88721014840739], ""type"": ""Point""}";48.88721014840739, 2.2918077668819725
00080223U7;94 B rue saint-dominique;75007;ORANGE;3G/4G/5G;06/05/2024;06/05/2024;06/05/2024;;;"{""coordinates"": [2.3048594995562146, 48.859235999900605], ""type"": ""Point""}";48.859235999900605, 2.3048594995562146
7510000021;95 Avenue du maine;75014;SFR;2G/3G/4G/5G;24/06/2022;;;;;"{""coordinates"": [2.3233275002709792, 48.83715899961581], ""type"": ""Point""}";48.83715899961581, 2.3233275002709792
751330;95 Rue duhesme;75018;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.34470700040072, 48.89488500004167], ""type"": ""Point""}";48.89488500004167, 2.34470700040072
75110_011_03;97-99 Boulevard de la villette;75010;FREE MOBILE;3G/4G/5G;05/05/2014;05/09/2014;31/05/2022;;;"{""coordinates"": [2.369965500001241, 48.87934200008529], ""type"": ""Point""}";48.87934200008529, 2.369965500001241
00000075U8;99 Rue des orteaux;75020;ORANGE;3G/4G/5G;06/11/2015;06/11/2015;18/12/2020;;;"{""coordinates"": [2.4080444995209596, 48.855933000049774], ""type"": ""Point""}";48.855933000049774, 2.4080444995209596
T16732;99 Boulevard suchet;75016;BOUYGUES;;09/06/2022;;;;;"{""coordinates"": [2.259954000590454, 48.849641999791885], ""type"": ""Point""}";48.849641999791885, 2.259954000590454
00034765U5;Avenue du mahatma gandhi;75016;ORANGE;3G/4G/5G;;03/03/2021;31/05/2024;;;"{""coordinates"": [2.263055979884364, 48.875959200341185], ""type"": ""Point""}";48.875959200341185, 2.263055979884364
75118_075_01;La chapelle rue des rose;75118;FREE MOBILE;3G/4G/5G;31/01/2022;31/01/2022;22/02/2022;;;"{""coordinates"": [2.3614888451362055, 48.89325117899344], ""type"": ""Point""}";48.89325117899344, 2.3614888451362055
75110_045_01;39 Boulevard de la chapelle;75010;FREE MOBILE;3G/4G/5G;31/05/2019;31/05/2019;;;;"{""coordinates"": [2.358396000217329, 48.88416599960565], ""type"": ""Point""}";48.88416599960565, 2.358396000217329
75116_005_01;1 Place du marechal de lattre de tassigny;75016;FREE MOBILE;3G/4G/5G;27/06/2012;30/09/2013;;;;"{""coordinates"": [2.275150254030781, 48.87148601045133], ""type"": ""Point""}";48.87148601045133, 2.275150254030781
75116_081_04;26 Rue du ranelagh;75016;FREE MOBILE;3G/4G/5G;05/11/2019;26/11/2019;;;;"{""coordinates"": [2.2777965005405947, 48.85369199957643], ""type"": ""Point""}";48.85369199957643, 2.2777965005405947
00000417U7;27 Rue médéric;75017;ORANGE;3G/4G/5G;23/02/2012;05/04/2013;18/07/2019;;;"{""coordinates"": [2.304679499954684, 48.88135799963256], ""type"": ""Point""}";48.88135799963256, 2.304679499954684
751236;28 Avenue raphael;75016;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.267023499544159, 48.858084000436136], ""type"": ""Point""}";48.858084000436136, 2.267023499544159
T41607;29 Rue charcot;75013;BOUYGUES;;10/02/2020;;;;;"{""coordinates"": [2.370329999874202, 48.83020199970776], ""type"": ""Point""}";48.83020199970776, 2.370329999874202
751266;293 Rue de charenton;75012;SFR;2G/3G/4G/5G;07/04/2021;;;;;"{""coordinates"": [2.394076500399916, 48.83437800024866], ""type"": ""Point""}";48.83437800024866, 2.394076500399916
750281;3 Rue barbet de jouy;75007;SFR;2G/3G/4G/5G;13/05/2022;;;;;"{""coordinates"": [2.31803099955472, 48.85498799978463], ""type"": ""Point""}";48.85498799978463, 2.31803099955472
00000405U7;33 Rue poncelet;75017;ORANGE;3G/4G/5G;09/07/2011;14/05/2013;14/04/2020;;;"{""coordinates"": [2.2983390005644773, 48.8798369995746], ""type"": ""Point""}";48.8798369995746, 2.2983390005644773
750021;35 Boulevard brune;75014;SFR;2G/3G/4G/5G;04/11/2021;;;;;"{""coordinates"": [2.308588218162603, 48.82721614317143], ""type"": ""Point""}";48.82721614317143, 2.308588218162603
753567;36 Rue du retrait;75020;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.3936715000384035, 48.86919000038962], ""type"": ""Point""}";48.86919000038962, 2.3936715000384035
00034796U5;37 B rue robert-sonia delaunay;75011;ORANGE;3G/4G/5G;;18/12/2024;18/12/2024;;;"{""coordinates"": [2.394863999699797, 48.85534800031708], ""type"": ""Point""}";48.85534800031708, 2.394863999699797
00007514U3;38 Rue henri barbusse;75005;ORANGE;3G/4G/5G;14/01/2013;02/04/2014;07/02/2023;;;"{""coordinates"": [2.338749000656185, 48.841263000355156], ""type"": ""Point""}";48.841263000355156, 2.338749000656185
75118_009_04;38 Rue marx dormoy;75018;FREE MOBILE;3G/4G/5G;24/05/2012;18/11/2013;01/02/2023;;;"{""coordinates"": [2.3599485005438248, 48.88705499955603], ""type"": ""Point""}";48.88705499955603, 2.3599485005438248
75119_102_01;39 Route des petits ponts;75019;FREE MOBILE;3G/4G/5G;09/10/2024;09/10/2024;22/10/2024;;;"{""coordinates"": [2.3977349999603184, 48.89320200009888], ""type"": ""Point""}";48.89320200009888, 2.3977349999603184
75118_068_02;4 Rue de la charbonnière;75018;FREE MOBILE;3G/4G/5G;24/04/2019;02/05/2019;20/09/2023;;;"{""coordinates"": [2.354877000340915, 48.88484100009511], ""type"": ""Point""}";48.88484100009511, 2.354877000340915
7510057785;4 Rue aubry le boucher;75004;SFR;3G/4G/5G;25/01/2024;;;;;"{""coordinates"": [2.350588500132492, 48.86035199955389], ""type"": ""Point""}";48.86035199955389, 2.350588500132492
757438;4 Rue saint roch;75001;SFR;3G/4G/5G;14/04/2023;;;;;"{""coordinates"": [2.331562499334514, 48.86416800002281], ""type"": ""Point""}";48.86416800002281, 2.331562499334514
T15150;40 Avenue des terroirs de france;75012;BOUYGUES;;10/08/2001;;;;;"{""coordinates"": [2.388676499673258, 48.83191200017432], ""type"": ""Point""}";48.83191200017432, 2.388676499673258
757273;41 Boulevard malesherbes;75008;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.3203937934950667, 48.8736725660232], ""type"": ""Point""}";48.8736725660232, 2.3203937934950667
7510000022;41 Rue de patay;75013;SFR;2G/3G/4G;;;;;;"{""coordinates"": [2.374528499676275, 48.82534200004631], ""type"": ""Point""}";48.82534200004631, 2.374528499676275
T10625;41 Rue pali kao;75020;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3826285001394294, 48.87081900042392], ""type"": ""Point""}";48.87081900042392, 2.3826285001394294
750117;42 Rue daviel;75013;SFR;2G/3G/4G/5G;30/06/2021;;;;;"{""coordinates"": [2.3434722329137703, 48.828485129181246], ""type"": ""Point""}";48.828485129181246, 2.3434722329137703
756611;43 Rue piat;75020;SFR;2G/3G/4G/5G;15/10/2021;;;;;"{""coordinates"": [2.384298000164882, 48.87243900038439], ""type"": ""Point""}";48.87243900038439, 2.384298000164882
00024499U5;43 Rue de la chine;75020;ORANGE;3G/4G/5G;10/08/2012;19/03/2015;16/03/2023;;;"{""coordinates"": [2.3970825002990908, 48.86887499967414], ""type"": ""Point""}";48.86887499967414, 2.3970825002990908
T15804;44-46 Boulevard de grenelle;75015;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.2913190000132317, 48.851568000140404], ""type"": ""Point""}";48.851568000140404, 2.2913190000132317
7510058517;152 Boulevard diderot;75012;SFR;3G/4G/5G;22/12/2024;;;;;"{""coordinates"": [2.3908953435693947, 48.84768059610148], ""type"": ""Point""}";48.84768059610148, 2.3908953435693947
T10958;156 Rue raymond losserand;75014;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3113395006062736, 48.83058899999028], ""type"": ""Point""}";48.83058899999028, 2.3113395006062736
T10172;16 Avenue de la porte de champerret;75017;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.286319499404402, 48.886470000289485], ""type"": ""Point""}";48.886470000289485, 2.286319499404402
00000074U8;165 Rue de charonne;75011;ORANGE;3G/4G/5G;14/03/2017;14/03/2017;09/11/2021;;;"{""coordinates"": [2.3907780005453683, 48.855771000142724], ""type"": ""Point""}";48.855771000142724, 2.3907780005453683
T15795;17-19 rue faidherbe;75011;BOUYGUES;;10/07/2013;;;;;"{""coordinates"": [2.3834457691095636, 48.8519661124462], ""type"": ""Point""}";48.8519661124462, 2.3834457691095636
T16484;17 Boulevard garibaldi;75015;BOUYGUES;;27/03/2012;;;;;"{""coordinates"": [2.303984735122281, 48.84746614449609], ""type"": ""Point""}";48.84746614449609, 2.303984735122281
757170;17 Rue henri turot;75019;SFR;3G/4G/5G;30/06/2023;;;;;"{""coordinates"": [2.373754499971587, 48.87686700041277], ""type"": ""Point""}";48.87686700041277, 2.373754499971587
T15081;179-181 avenue ledru rollin;75011;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.378875500271324, 48.8569949995809], ""type"": ""Point""}";48.8569949995809, 2.378875500271324
00029747U5;184 Rue du fbg st-antoine;75012;ORANGE;3G/4G/5G;20/01/2017;20/01/2017;11/07/2022;;;"{""coordinates"": [2.383119000303994, 48.85021800014985], ""type"": ""Point""}";48.85021800014985, 2.383119000303994
00000085U7;190 Avenue d'italie;75013;ORANGE;3G/4G/5G;17/07/2013;19/06/2013;05/11/2020;;;"{""coordinates"": [2.358972000476817, 48.81977100025449], ""type"": ""Point""}";48.81977100025449, 2.358972000476817
751279;247 Rue de belleville;75019;SFR;2G/3G/4G/5G;07/04/2021;;;;;"{""coordinates"": [2.397433500644026, 48.87564300019886], ""type"": ""Point""}";48.87564300019886, 2.397433500644026
75119_024_01;25 Bis rue de romainville;75019;FREE MOBILE;3G/4G/5G;31/03/2015;31/03/2015;02/07/2024;;;"{""coordinates"": [2.400088500667383, 48.877469999855926], ""type"": ""Point""}";48.877469999855926, 2.400088500667383
00000071U8;25-29 Rue de la roquette;75011;ORANGE;3G/4G/5G;15/01/2020;13/05/2013;11/04/2023;;;"{""coordinates"": [2.372849999406339, 48.854961000431224], ""type"": ""Point""}";48.854961000431224, 2.372849999406339
7510045494;26 Quai de la charente;75019;SFR;3G/4G/5G;29/11/2024;;;;;"{""coordinates"": [2.3828444994134124, 48.89853900010651], ""type"": ""Point""}";48.89853900010651, 2.3828444994134124
00080177U8;27 Rue lécluse;75017;ORANGE;3G/4G/5G;;01/07/2013;29/11/2023;;;"{""coordinates"": [2.3251050000010856, 48.884571000045], ""type"": ""Point""}";48.884571000045, 2.3251050000010856
753515;27 Boulevard jourdan;75014;SFR;2G/3G/4G/5G;05/08/2022;;;;;"{""coordinates"": [2.337322500181288, 48.82042799983674], ""type"": ""Point""}";48.82042799983674, 2.337322500181288
750439;27 Rue de la pompe;75116;SFR;2G/3G/4G;16/10/2024;;;;;"{""coordinates"": [2.2748492898058315, 48.86036154802615], ""type"": ""Point""}";48.86036154802615, 2.2748492898058315
75113_064_05;27 Rue du dessous des berges;75013;FREE MOBILE;3G/4G/5G;27/07/2018;23/08/2018;19/03/2021;;;"{""coordinates"": [2.3746860001954806, 48.82524300035787], ""type"": ""Point""}";48.82524300035787, 2.3746860001954806
T15815;28 B rue cotentin;75015;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.313738000091761, 48.838715999656316], ""type"": ""Point""}";48.838715999656316, 2.313738000091761
753576;28 Rue letellier;75015;SFR;2G/3G/4G/5G;14/11/2022;;;;;"{""coordinates"": [2.2961564995239576, 48.84790499955152], ""type"": ""Point""}";48.84790499955152, 2.2961564995239576
75106_009_04;28 Rue rousselet;75007;FREE MOBILE;3G/4G/5G;30/03/2016;30/03/2016;02/05/2024;;;"{""coordinates"": [2.318670000160661, 48.848265000291306], ""type"": ""Point""}";48.848265000291306, 2.318670000160661
75108_019_01;28 Rue saint-petersbourg;75008;FREE MOBILE;3G/4G/5G;25/02/2014;25/02/2014;17/01/2024;;;"{""coordinates"": [2.3260184995392987, 48.8820959997723], ""type"": ""Point""}";48.8820959997723, 2.3260184995392987
00000456U7;29 Rue des sablons;75016;ORANGE;3G/4G/5G;28/02/2011;19/12/2013;30/08/2023;;;"{""coordinates"": [2.2827329994496974, 48.8647260004248], ""type"": ""Point""}";48.8647260004248, 2.2827329994496974
T15744;29 B rue des francs bourgeois;75004;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.3613705002354934, 48.85733699963402], ""type"": ""Point""}";48.85733699963402, 2.3613705002354934
00000085U6;2 Route de la ferme;75012;ORANGE;3G/4G/5G;08/06/2023;08/06/2023;08/06/2023;;;"{""coordinates"": [2.4636892577017346, 48.82685507485664], ""type"": ""Point""}";48.82685507485664, 2.4636892577017346
75116_086_02;3 Boulevard suchet;75016;FREE MOBILE;3G/4G/5G;19/09/2019;29/07/2019;;;;"{""coordinates"": [2.2670864999711005, 48.860748000418276], ""type"": ""Point""}";48.860748000418276, 2.2670864999711005
T10969;3 Rue caulaincourt;75018;BOUYGUES;;01/10/2013;;;;;"{""coordinates"": [2.329974000151825, 48.88504800036303], ""type"": ""Point""}";48.88504800036303, 2.329974000151825
00021752U5;3 Rue georges berger;75017;ORANGE;3G/4G;;24/07/2014;;;;"{""coordinates"": [2.3098004998647155, 48.88093500020203], ""type"": ""Point""}";48.88093500020203, 2.3098004998647155
T19430;31 Rue louis blanc;75010;BOUYGUES;;09/02/2015;;;;;"{""coordinates"": [2.365771499388712, 48.88067399978937], ""type"": ""Point""}";48.88067399978937, 2.365771499388712
757307;32 Avenue de l'opera;75002;SFR;2G/3G/4G/5G;28/01/2022;;;;;"{""coordinates"": [2.3334798032534496, 48.86834457215098], ""type"": ""Point""}";48.86834457215098, 2.3334798032534496
T10586;327 Rue st martin;75003;BOUYGUES;;31/05/1996;;;;;"{""coordinates"": [2.3547510005085077, 48.867776999788994], ""type"": ""Point""}";48.867776999788994, 2.3547510005085077
75106_025_01;36 Rue de vaugirard;75006;FREE MOBILE;3G/4G/5G;27/11/2020;27/11/2020;;;;"{""coordinates"": [2.3355539993986847, 48.849299999803954], ""type"": ""Point""}";48.849299999803954, 2.3355539993986847
753524;37 Rue du surmelin;75020;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.4051374994504457, 48.86912700026101], ""type"": ""Point""}";48.86912700026101, 2.4051374994504457
75109_031_02;38 Rue condorcet;75009;FREE MOBILE;3G/4G/5G;17/06/2019;18/06/2019;;;;"{""coordinates"": [2.3448870004809073, 48.87998999990213], ""type"": ""Point""}";48.87998999990213, 2.3448870004809073
750474;36 Rue pierre demours;75017;SFR;2G/3G/4G/5G;19/03/2021;;;;;"{""coordinates"": [2.294765999351248, 48.88126800030203], ""type"": ""Point""}";48.88126800030203, 2.294765999351248
75113_039_01;39 Boulevard de port royal;75013;FREE MOBILE;3G/4G/5G;24/06/2016;22/06/2016;19/05/2023;;;"{""coordinates"": [2.345290242093622, 48.837512128319695], ""type"": ""Point""}";48.837512128319695, 2.345290242093622
00027810U3;4 Place jussieu;75005;ORANGE;3G/4G;27/05/2015;05/05/2015;;;;"{""coordinates"": [2.3550867533252924, 48.84636812469397], ""type"": ""Point""}";48.84636812469397, 2.3550867533252924
T10955;4 Impasse villa eugene manuel;75116;BOUYGUES;;29/06/1999;;;;;"{""coordinates"": [2.2807530003414955, 48.859029000050164], ""type"": ""Point""}";48.859029000050164, 2.2807530003414955
75119_007_07;4 Rue duvergier;75019;FREE MOBILE;3G/4G/5G;17/07/2017;17/07/2017;01/12/2022;;;"{""coordinates"": [2.377930499917396, 48.88897199960924], ""type"": ""Point""}";48.88897199960924, 2.377930499917396
